StartDate,EndDate,Status,Progress,Duration,Finished,RecordedDate,DistributionChannel,UserLanguage,consent,age,sex,sex_7_TEXT,ethnic,ethnic_8_TEXT,relstat,child,educ,jobcat,jobtitle,emp,yearsemp,yearsjob,worksit,worksit_5_TEXT,level,Q153_First Click,Q153_Last Click,Q153_Page Submit,Q153_Click Count,mil1,mil2,mil3,mil4,mil5,Q174_First Click,Q174_Last Click,Q174_Page Submit,Q174_Click Count,sig1,sig2,sig3,sig4,sig5,sig6,sig7,sig8,sig9,sig10,sig11,sig12,sig13,sig14,sig15,sig16,sig17,coh1,coh2,coh3,coh4,coh5,coh6,attn1,coh7,coh8,coh9,coh10,coh11,coh12,coh13,coh14,coh15,coh16,wamiuncategorized,purp1,purp2,purp3,purp4,purp5,purp6,purp7,purp8,purp9,attn2,purp10,purp11,purp12,purp13,purp14,purp15,purp16,socwor1,socwor2,socwor3,socwor4,socwor5,socwor6,sr1,sr2,sr3,sr4,sr5,sr6,sr7,sr8,pg1,pg2,pg3,pg4,pg5,gmw1,gmw2,gmw3,gmw4,gmw5,gmw6,gmw7,gmw8,choice,persinc,housinc,seslad,ses1,ses2,ses3,comments,id,random
08/06/2022 19:37,08/06/2022 19:49,0,100,722,1,08/06/2022 19:49,anonymous,EN,1,34,2,,1,,7,1,3,20,Store manager ,1,3,3,2,,3,8.452,43.192,43.9,16,7,7,7,7,1,14.303,30.453,31.547,9,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,7,2,1,7,7,1,7,7,1,1,7,1,1,1,7,7,1,1,7,6,7,1,6,1,1,6,7,1,1,1,1,1,1,1,1,1,1,1,5,7,7,7,7,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,5,8,7,7,7,7,,,65225
08/06/2022 21:11,08/06/2022 21:18,0,100,434,1,08/06/2022 21:18,anonymous,EN,1,35,2,,4,,1,1,4,22,Team lead,1,3,2,2,,4,10.096,30.173,32.606,7,6,6,6,6,1,15.488,23.354,25.303,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,3,5,6,6,6,6,,,55301
08/06/2022 19:55,08/06/2022 20:01,0,100,324,1,08/06/2022 20:01,anonymous,EN,1,22,1,,1,,1,1,1,10,Customer Service,2,1,1,2,,5,3.068,39.336,40.202,8,2,2,1,3,6,2.697,13.522,14.066,9,1,2,2,4,3,4,1,4,5,4,3,4,4,2,3,2,2,3,2,5,4,4,2,2,1,1,2,2,4,2,5,5,5,5,2,2,3,4,4,1,4,2,2,2,6,2,2,4,2,2,2,3,2,3,5,2,2,4,4,3,4,6,2,2,2,2,4,4,5,3,5,1,3,3,3,3,4,3,3,2,2,3,8,3,3,2,,,75607
08/06/2022 20:34,08/06/2022 20:49,0,100,939,1,08/06/2022 20:49,anonymous,EN,1,29,2,,1,,2,3,4,8,Teacher,1,3,3,2,,4,3.091,32.574,36.342,8,6,6,6,6,1,2.614,11.401,13.205,17,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,6,1,2,1,2,3,2,2,2,6,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,7,7,7,7,6,7,7,7,7,7,7,6,6,6,2,6,6,6,6,7,7,7,7,7,7,7,7,6,7,7,7,7,1,5,5,4,6,5,4,,,43335
08/06/2022 20:03,08/06/2022 20:10,0,100,456,1,08/06/2022 20:10,anonymous,EN,1,35,2,,1,,2,12,4,20,Logistics Manager,1,4,2,2,,3,3.924,26.839,28.429,7,6,6,6,6,1,2.758,12.35,17.824,9,6,6,6,6,1,6,4,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,1,2,1,3,2,3,1,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,6,6,5,2,6,6,6,6,7,7,7,7,6,7,6,6,6,6,6,6,6,2,6,7,4,7,7,7,I enjoyed participating in this study.,,59139
08/06/2022 21:20,08/06/2022 21:26,0,100,360,1,08/06/2022 21:26,anonymous,EN,1,27,2,,3,,2,1,3,22,Sales Manager,1,3,2,4,,4,3.758,41.926,44.269,19,6,6,6,6,2,1.86,10.987,11.756,12,5,5,6,5,2,5,4,5,5,5,6,6,6,5,5,6,5,6,6,6,6,6,2,2,2,2,2,3,3,2,6,5,6,6,6,6,5,6,6,5,6,5,6,6,6,5,6,,5,5,5,5,6,6,5,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,4,6,5,5,5,4,Thanks!,,33681
08/06/2022 20:57,08/06/2022 21:01,0,100,262,1,08/06/2022 21:01,anonymous,EN,1,29,2,,1,,2,3,6,13,resident physician,1,2,2,2,,5,3.891,29.266,30.363,8,6,6,6,6,2,1.958,7.501,9.987,7,6,5,5,5,2,6,5,6,3,5,6,5,6,5,5,4,5,5,5,5,5,6,2,2,1,2,2,2,2,2,6,6,2,6,6,6,5,5,6,5,5,5,6,6,6,5,5,6,5,6,5,5,6,6,5,5,6,6,6,6,5,3,6,6,4,5,4,5,7,4,5,6,6,6,6,6,6,6,6,2,4,5,6,5,5,5,none,,79685
08/06/2022 19:46,08/06/2022 19:54,0,100,438,1,08/06/2022 19:54,anonymous,EN,1,36,2,,4,,1,1,4,4,customer service representative,1,2,2,1,,5,4.267,38.515,39.608,13,3,2,2,2,6,5.901,23.146,24.007,9,5,2,5,5,3,5,2,5,3,3,5,6,4,4,5,3,2,5,5,5,5,5,4,2,3,2,3,,3,2,5,5,5,5,5,5,2,3,3,5,4,5,5,5,6,5,5,5,3,3,5,5,5,,6,5,6,6,6,3,5,3,3,5,5,5,3,2,5,,,3,,5,5,5,4,5,5,2,4,4,5,5,,3,,,98352
08/06/2022 20:01,08/06/2022 20:07,0,100,354,1,08/06/2022 20:07,anonymous,EN,1,54,1,,8,Biracial,2,3,6,16,Attorney,1,4,4,2,,3,3.415,27.15,28.217,7,5,5,6,6,2,2.497,22.209,23.23,7,6,6,6,6,1,6,6,7,7,7,7,7,7,6,7,6,6,6,6,7,7,7,1,2,1,1,1,1,1,1,1,7,7,7,7,7,6,6,6,7,7,6,6,7,6,7,7,6,7,7,6,7,6,6,6,6,6,6,7,6,6,1,5,5,5,5,6,6,6,6,6,7,7,7,7,7,7,7,7,2,5,7,5,6,6,6,none,,12360
08/06/2022 19:54,08/06/2022 20:17,0,100,1386,1,08/06/2022 20:17,anonymous,EN,1,32,1,,1,,1,1,3,6,Data Analyst,1,2,2,1,,5,12.482,235.648,236.956,8,4,4,4,3,3,47.114,53.919,55.004,7,5,4,5,6,4,5,4,5,5,4,5,5,5,4,5,4,5,5,3,5,5,6,2,2,2,2,3,3,4,3,5,6,5,5,5,5,5,6,5,5,6,6,5,5,6,6,5,5,6,6,6,5,6,6,5,6,5,5,6,6,5,2,5,5,5,4,6,6,7,5,6,6,5,6,5,5,6,6,6,2,3,5,5,5,5,4,,,94268
08/06/2022 21:02,08/06/2022 21:22,0,100,1182,1,08/06/2022 21:22,anonymous,EN,1,37,2,,4,,2,3,4,2,engineer,1,4,4,2,,4,0,0,246.2,0,6,7,7,7,1,0,0,348.3,0,5,6,5,6,1,6,5,6,5,5,6,6,5,5,5,5,6,6,6,6,6,5,2,2,1,2,3,2,2,3,6,4,6,4,6,6,6,6,5,5,6,6,6,5,5,6,5,7,6,5,6,5,6,6,6,6,6,5,6,6,5,1,7,6,6,6,5,5,5,5,6,6,5,6,6,6,5,6,5,2,7,7,5,5,6,4,,,48548
08/06/2022 21:36,08/06/2022 21:42,0,100,354,1,08/06/2022 21:42,anonymous,EN,1,24,2,,1,,7,1,2,1,Content Creator,1,2,2,1,,4,2.386,30.508,33.237,7,6,6,7,6,2,3.18,9.029,10.46,8,5,4,5,5,3,,7,7,7,6,6,6,6,5,6,7,6,5,2,,6,6,2,2,2,2,2,2,2,2,6,6,6,6,4,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,5,6,6,4,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,6,3,3,5,,,83404
08/06/2022 20:32,08/06/2022 20:39,0,100,437,1,08/06/2022 20:39,anonymous,EN,1,29,2,,3,,2,1,6,16,Attorney,1,2,2,4,,4,4.634,31.265,33.858,18,5,5,6,6,3,5.236,21.099,24.296,11,7,6,7,7,2,6,6,5,5,5,5,5,6,5,5,6,7,4,5,5,6,5,2,2,3,2,4,3,2,3,5,6,7,6,4,5,6,7,7,6,6,6,7,6,6,6,7,6,6,7,5,7,7,7,6,6,7,6,7,6,6,4,5,5,5,6,7,6,6,5,6,6,5,5,6,6,5,5,6,2,7,8,3,6,5,6,,,71273
08/06/2022 18:12,08/06/2022 18:22,0,100,580,1,08/06/2022 18:22,anonymous,EN,1,59,2,,1,,2,1,3,11,Electronics Technician,1,4,4,2,,5,30.217,73.598,75.401,9,1,1,4,2,6,3.326,18.028,19.669,5,2,2,2,4,6,3,2,3,3,2,4,4,4,3,3,3,3,2,,3,4,3,3,2,5,2,5,2,3,3,2,5,4,5,,2,5,3,2,5,3,3,2,5,6,4,3,2,3,4,4,4,4,4,2,2,3,4,2,2,2,5,5,4,5,,2,2,2,2,2,2,3,5,4,5,2,3,4,2,5,5,6,2,2,2,,,68249
08/06/2022 21:50,08/06/2022 21:57,0,100,395,1,08/06/2022 21:57,anonymous,EN,1,28,1,,4,,1,1,5,13,Occupational therapist,1,2,2,2,,5,0.911,23.15,24.248,24,4,4,4,4,4,0.729,7.72,8.488,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,9,1,1,1,none,,55523
08/06/2022 21:42,08/06/2022 21:53,0,100,648,1,08/06/2022 21:53,anonymous,EN,1,26,1,,1,,7,1,5,4,Portfolio Manager,1,1,1,1,,5,4.16,20.368,21.584,7,2,1,3,1,6,2.823,11.754,12.525,8,2,5,3,2,4,3,1,5,1,3,3,1,4,2,4,3,2,2,4,4,3,5,3,2,7,3,4,6,5,5,5,6,5,4,2,2,4,2,1,5,4,3,3,3,6,4,4,2,3,5,3,2,1,1,2,1,1,1,1,2,,5,1,1,1,1,4,4,3,2,3,5,3,2,3,4,4,5,3,2,5,8,5,5,3,2,,,15760
08/06/2022 21:17,08/06/2022 21:25,0,100,452,1,08/06/2022 21:25,anonymous,EN,1,57,2,,1,,6,2,5,2,Industrial engineer ,1,4,4,4,,5,5.064,48.602,49.361,19,5,5,5,4,3,3.707,12.935,13.898,13,4,3,2,,3,2,2,4,3,2,3,2,2,,2,2,4,4,2,5,3,5,6,2,6,5,7,5,5,7,5,5,5,2,3,2,4,1,3,3,5,2,5,3,,3,3,3,5,2,3,4,3,3,4,3,3,4,2,1,2,2,3,3,2,3,3,2,4,3,3,2,2,1,2,3,3,3,3,1,7,7,4,3,5,5,I want a new job,,11287
08/06/2022 20:52,08/06/2022 21:12,0,100,1229,1,08/06/2022 21:12,anonymous,EN,1,40,1,,1,,2,3,4,22,jewelry designer supervisor,1,3,3,2,,3,5.584,39.147,40.555,15,7,7,7,7,1,1.669,183.566,184.76,8,5,7,6,6,1,7,5,7,4,6,7,7,7,6,7,7,6,7,6,7,7,6,1,2,1,1,3,1,2,1,7,7,7,7,7,7,7,7,7,7,,7,7,7,6,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,1,6,7,7,7,5,7,7,4,5,7,7,7,7,7,7,7,7,2,4,6,5,6,2,1,n/a,,48048
08/06/2022 20:53,08/06/2022 21:14,0,100,1244,1,08/06/2022 21:14,anonymous,EN,1,31,2,,1,,1,1,5,14,Speech Therapist,1,2,3,1,,5,1.035,158.165,158.979,15,5,5,6,6,1,7.982,23.363,24.437,12,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,1,1,2,1,2,2,7,6,7,7,,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,4,7,7,6,7,7,7,7,2,3,3,5,7,7,7,,,84187
08/06/2022 21:21,08/06/2022 21:27,0,100,376,1,08/06/2022 21:27,anonymous,EN,1,41,2,,1,,2,4,4,20,Team Lead,1,4,3,4,,3,42.422,53.242,54.252,3,4,3,3,3,5,0,0,20.769,0,2,3,2,2,5,3,3,3,3,3,4,3,4,2,3,3,2,3,3,5,4,4,2,2,2,2,2,3,3,3,5,5,5,4,4,3,3,5,5,4,4,5,5,3,6,3,3,3,4,3,3,4,4,5,5,4,5,4,4,4,4,3,5,5,4,3,5,5,5,4,5,3,3,3,3,3,3,3,3,2,6,7,4,5,5,3,,,73518
08/06/2022 20:01,08/06/2022 20:08,0,100,423,1,08/06/2022 20:08,anonymous,EN,1,29,2,,1,,1,1,4,6,Digital Marketing Specialist,1,2,2,1,,5,17.338,52.141,53.365,7,3,2,3,3,6,12.888,23.048,26.407,7,2,2,4,3,4,4,1,3,1,2,2,2,2,2,3,2,2,2,2,4,4,3,1,2,3,3,3,2,2,2,5,5,5,2,2,3,2,2,4,5,4,4,2,3,6,3,2,2,2,3,2,3,3,5,5,5,5,5,3,4,2,3,2,2,2,3,3,4,4,3,3,2,3,2,2,2,2,2,2,2,4,4,6,5,6,5,,,91791
08/06/2022 21:15,08/06/2022 21:30,0,100,908,1,08/06/2022 21:30,anonymous,EN,1,40,2,,,,2,4,4,20,Operations manager,1,4,4,2,,3,11.471,66.275,69.584,13,5,6,6,7,2,17.601,44.261,45.615,13,6,6,6,7,3,3,6,5,5,5,6,5,5,4,6,6,6,6,4,6,6,6,2,2,5,2,5,3,5,5,6,5,6,6,6,6,5,7,6,6,7,6,5,6,6,7,7,6,7,7,7,5,7,6,6,5,7,6,7,6,6,3,6,6,6,7,7,6,7,6,6,7,6,6,5,6,6,5,5,1,6,7,4,6,7,5,Nope. Thnks,,47478
08/06/2022 21:29,08/06/2022 21:36,0,100,452,1,08/06/2022 21:36,anonymous,EN,1,53,2,,1,,6,4,4,8,Training Manager,1,2,2,1,,3,38.84,62.918,64.502,8,3,2,2,2,6,6.176,16.625,18.741,7,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,1,3,2,3,4,2,4,4,6,5,3,5,2,4,3,3,2,4,3,3,3,5,2,5,5,2,6,2,2,2,2,4,4,3,4,4,4,3,4,4,3,2,1,3,2,2,2,2,1,2,1,2,1,3,2,3,3,3,2,2,2,2,6,6,6,4,3,3,No,,85941
08/06/2022 21:16,08/06/2022 21:27,0,100,687,1,08/06/2022 21:27,anonymous,EN,1,34,1,,1,,7,2,2,14,Environmental Services,1,2,2,2,,5,4.555,44.267,46.449,22,6,7,6,6,1,18.787,33.589,34.488,15,7,6,6,5,1,7,1,6,7,5,7,6,6,6,6,5,7,5,4,5,6,5,2,2,4,5,4,3,5,5,5,6,7,6,5,6,7,5,4,5,5,4,4,7,6,7,7,6,6,5,5,6,4,3,6,3,3,4,6,3,6,2,6,5,5,5,6,6,6,7,5,5,7,6,6,6,5,7,6,2,5,7,6,5,3,3,"No feedback about the survey. My job is a thankless job for the most part, but it's a necessary job that does feel rewarding.",,77242
08/06/2022 21:24,08/06/2022 21:29,0,100,344,1,08/06/2022 21:29,anonymous,EN,1,33,2,,1,,2,2,4,6,IT Manager,1,4,4,1,,3,5.859,17.132,17.954,9,6,6,5,6,6,1.307,8.122,8.633,8,6,5,6,5,3,6,5,5,5,6,5,6,6,6,5,6,6,6,5,6,6,5,2,2,5,3,2,3,2,3,6,5,5,5,6,5,5,5,5,6,4,4,6,6,6,5,6,6,3,5,4,5,5,6,6,6,5,6,6,5,5,3,4,5,4,5,5,6,6,5,6,6,6,6,6,6,6,6,6,2,6,6,5,4,3,3,NA,,89230
08/06/2022 20:04,08/06/2022 20:14,0,100,600,1,08/06/2022 20:14,anonymous,EN,1,66,1,,1,,6,4,3,14,surgical scheduler,1,3,3,2,,5,7.914,58.723,61.496,7,7,7,7,7,1,7.81,22.35,24.585,5,7,5,7,7,,6,5,7,5,5,5,6,6,5,6,5,6,5,5,6,6,5,2,2,2,2,3,2,3,3,6,6,6,6,5,6,6,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,2,7,7,6,5,,5,5,5,5,6,6,6,6,6,6,6,6,2,4,5,6,5,5,3,interesting questions,,80091
08/06/2022 22:08,08/06/2022 22:16,0,100,489,1,08/06/2022 22:16,anonymous,EN,1,49,1,,2,,6,3,4,13,pediatric  nurse ,1,5,5,2,,4,3.99,32.885,34.274,8,6,7,6,7,1,3.278,10.058,11.123,5,7,6,6,6,1,7,7,6,7,6,7,6,6,6,6,6,6,7,6,6,7,6,1,2,2,3,4,2,4,2,6,7,6,6,6,7,7,7,6,6,7,6,6,7,6,7,7,6,6,6,7,6,6,6,6,7,6,7,6,6,7,3,7,6,4,7,7,7,6,6,6,7,6,6,7,7,6,6,6,2,4,4,4,4,3,4,I loved the questions which were simplified to understand and think in depth and the status bar to let us know how long is left in the study.,,69562
